"","X","INSTNM","CONTROL","TUITFTE","INEXPFTE","C150_4_WHITE","C150_4_BLACK","C150_4_HISP","C150_4_ASIAN","C150_4_AIAN","C150_4_NHPI","C150_4_2MOR","C150_4_NRA","C150_4_UNKN","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","gap_completion_white_black","gap_completion_white_hisp","gap_completion_white_asian","gap_completion_white_aian","gap_completion_white_nhpi","gap_completion_white_2mor","gap_completion_white_nra","gap_completion_white_unkn","gap_earnings_high_low","gap_earnings_high_mid"
"5950",5950,"ITT Technical Institute-Chattanooga",3,15875,2132,0.3077,0.1667,0,NA,NA,NA,NA,NA,NA,12667,17014,17000,38200,46300,47200,0.141,0.3077,NA,NA,NA,NA,NA,NA,0.190677966101695,0.0190677966101695
"5951",5951,"ITT Technical Institute-South Bend",3,20796,4425,0.5385,0.2381,0.3333,0.5,0,NA,NA,NA,0.5,12667,17014,17000,38200,46300,47200,0.3004,0.2052,0.0385,0.5385,NA,NA,NA,0.0385,0.190677966101695,0.0190677966101695
"5952",5952,"Virginia College-School of Business and Health-Chattanooga",3,14196,4699,NA,NA,NA,NA,NA,NA,NA,NA,NA,10431,13235,12000,25700,34500,38500,NA,NA,NA,NA,NA,NA,NA,NA,0.332467532467532,0.103896103896104
"5953",5953,"Strayer University-Delaware",3,16253,2323,0.5,NA,NA,NA,NA,NA,NA,NA,NA,8334,16769.5,17500.5,41900,55100,71400,NA,NA,NA,NA,NA,NA,NA,NA,0.413165266106443,0.228291316526611
"5954",5954,"Brite Divinity School",2,5488,17215,NA,NA,NA,NA,NA,NA,NA,NA,NA,19866,21000,19500,57100,58300,57200,NA,NA,NA,NA,NA,NA,NA,NA,0.00174825174825175,-0.0192307692307692
"5955",5955,"Strayer University-Alabama",3,18009,2405,0,NA,NA,NA,NA,NA,NA,NA,NA,8334,16769.5,17500.5,41900,55100,71400,NA,NA,NA,NA,NA,NA,NA,NA,0.413165266106443,0.228291316526611
"5956",5956,"Brown Aveda Institute-Rocky River",3,8406,14122,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,12000,9833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5957",5957,"Clary Sage College",3,12324,3752,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,10932.5,9500,22300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5958",5958,"Broadview University-Layton",3,18950,8594,0.5455,NA,0.5,NA,NA,NA,NA,NA,0.4,11542,15666,14833,24500,32200,29300,NA,0.0455,NA,NA,NA,NA,NA,0.1455,0.16382252559727,-0.0989761092150171
"5959",5959,"International Academy of Design and Technology-Sacramento",3,24878,6075,0.3103,0.3636,0.4,0.7,NA,NA,0,NA,0.3333,13000,18750,19875,28000,32400,35000,-0.0533,-0.0897,-0.3897,NA,NA,0.3103,NA,-0.023,0.2,0.0742857142857143
"5960",5960,"University of Phoenix-Alabama",3,7839,4048,0,0.129,NA,NA,NA,NA,NA,NA,0.1087,10875,20000,20000,42700,54400,75800,-0.129,NA,NA,NA,NA,NA,NA,-0.1087,0.436675461741425,0.282321899736148
"5961",5961,"Sanford-Brown College-San Antonio",3,15169,4180,0.4444,0.6667,0.5116,0,NA,NA,1,NA,0.0769,13000,18750,19875,28000,32400,35000,-0.2223,-0.0672,0.4444,NA,NA,-0.5556,NA,0.3675,0.2,0.0742857142857143
"5962",5962,"University of Phoenix-Washington DC",3,11242,7513,NA,0.2692,0,NA,NA,NA,NA,0,0.0789,10875,20000,20000,42700,54400,75800,NA,NA,NA,NA,NA,NA,NA,NA,0.436675461741425,0.282321899736148
"5963",5963,"Argosy University-Inland Empire",3,10558,2394,0,NA,NA,NA,NA,NA,NA,NA,0,9500,12667,12500,40500,41300,42800,NA,NA,NA,NA,NA,NA,NA,0,0.0537383177570093,0.0350467289719626
"5964",5964,"Argosy University-Nashville",3,12670,4176,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,12667,12500,40500,41300,42800,NA,NA,NA,NA,NA,NA,NA,NA,0.0537383177570093,0.0350467289719626
"5965",5965,"Argosy University-San Diego",3,7605,2447,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,12667,12500,40500,41300,42800,NA,NA,NA,NA,NA,NA,NA,NA,0.0537383177570093,0.0350467289719626
"5966",5966,"Rasmussen College-Wisconsin",3,15667,3744,0.2745,0.3333,0,0,0,NA,NA,NA,NA,9500,14606,12500,28900,34600,37200,-0.0588,0.2745,0.2745,0.2745,NA,NA,NA,NA,0.223118279569892,0.0698924731182796
"5967",5967,"Empire Beauty School-Lisle",3,9261,9360,NA,NA,NA,NA,NA,NA,NA,NA,NA,7350,8028,8080,19700,23400,22500,NA,NA,NA,NA,NA,NA,NA,NA,0.124444444444444,-0.04
"5968",5968,"Empire Beauty School-Richmond",3,9626,6069,NA,NA,NA,NA,NA,NA,NA,NA,NA,7350,8028,8080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5969",5969,"Empire Beauty School-North Hills",3,9243,6117,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,8100,8039.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5970",5970,"Empire Beauty School-Concord",3,9781,6938,NA,NA,NA,NA,NA,NA,NA,NA,NA,6820.5,6968,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5971",5971,"Empire Beauty School-Arlington Heights",3,8570,6404,NA,NA,NA,NA,NA,NA,NA,NA,NA,8326,8928.5,8100,20200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5972",5972,"Lexington Healing Arts Academy",3,11677,6499,NA,NA,NA,NA,NA,NA,NA,NA,NA,7389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5973",5973,"Empire Beauty School-Hooksett",3,7967,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,9833,9833,9565.5,17300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5974",5974,"The Institute of Beauty and Wellness",3,10030,5646,NA,NA,NA,NA,NA,NA,NA,NA,NA,7917,7583.5,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5975",5975,"InterCoast Colleges-Carson",3,4007,2984,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,9500,11702,24500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5976",5976,"InterCoast Career Institute-South Portland",3,7966,5933,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,9500,11702,24500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5977",5977,"Carrington College-Stockton",3,13430,3109,NA,NA,NA,NA,NA,NA,NA,NA,NA,12023,12125,12122,28200,36600,34900,NA,NA,NA,NA,NA,NA,NA,NA,0.191977077363897,-0.0487106017191977
"5978",5978,"Carrington College-Citrus Heights",3,14009,3579,NA,NA,NA,NA,NA,NA,NA,NA,NA,12023,12125,12122,28200,36600,34900,NA,NA,NA,NA,NA,NA,NA,NA,0.191977077363897,-0.0487106017191977
"5979",5979,"Euphoria Institute of Beauty Arts & Sciences-Summerlin",3,6506,7151,NA,NA,NA,NA,NA,NA,NA,NA,NA,8512.5,9180,7000,26200,33000,36800,NA,NA,NA,NA,NA,NA,NA,NA,0.28804347826087,0.103260869565217
"5980",5980,"Euphoria Institute of Beauty Arts & Sciences-Green Valley",3,9234,7351,NA,NA,NA,NA,NA,NA,NA,NA,NA,8512.5,9180,7000,26200,33000,36800,NA,NA,NA,NA,NA,NA,NA,NA,0.28804347826087,0.103260869565217
"5981",5981,"Empire Beauty School-Portsmouth",3,10104,9981,NA,NA,NA,NA,NA,NA,NA,NA,NA,7769,6333,9665.5,18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5982",5982,"LIU Riverhead",2,20936,12703,NA,NA,NA,NA,NA,NA,NA,NA,NA,19500,19000,16875,51200,53000,53100,NA,NA,NA,NA,NA,NA,NA,NA,0.0357815442561205,0.00188323917137476
"5983",5983,"Regency Beauty Institute-Lakewood",3,14588,9559,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,10137,8375,22100,24600,27200,NA,NA,NA,NA,NA,NA,NA,NA,0.1875,0.0955882352941176
"5984",5984,"Regency Beauty Institute-Westminster",3,11980,7850,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,10137,8375,22100,24600,27200,NA,NA,NA,NA,NA,NA,NA,NA,0.1875,0.0955882352941176
"5985",5985,"Regency Beauty Institute-Avon",3,19224,12597,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,10137,8375,22100,24600,27200,NA,NA,NA,NA,NA,NA,NA,NA,0.1875,0.0955882352941176
"5986",5986,"Regency Beauty Institute-Joliet",3,12338,8084,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,10137,8375,22100,24600,27200,NA,NA,NA,NA,NA,NA,NA,NA,0.1875,0.0955882352941176
"5987",5987,"Regency Beauty Institute-Rockford",3,15451,10124,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,10137,8375,22100,24600,27200,NA,NA,NA,NA,NA,NA,NA,NA,0.1875,0.0955882352941176
"5988",5988,"Regency Beauty Institute-Greenfield",3,13441,8807,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,10137,8375,22100,24600,27200,NA,NA,NA,NA,NA,NA,NA,NA,0.1875,0.0955882352941176
"5989",5989,"Regency Beauty Institute-Metro Center",3,22342,14639,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,10137,8375,22100,24600,27200,NA,NA,NA,NA,NA,NA,NA,NA,0.1875,0.0955882352941176
"5990",5990,"Regency Beauty Institute-East Tucson",3,8889,5824,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,10137,8375,22100,24600,27200,NA,NA,NA,NA,NA,NA,NA,NA,0.1875,0.0955882352941176
"5991",5991,"Regency Beauty Institute-Tri-County",3,14762,9672,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,10137,8375,22100,24600,27200,NA,NA,NA,NA,NA,NA,NA,NA,0.1875,0.0955882352941176
"5992",5992,"Regency Beauty Institute-Eastgate",3,9502,6226,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,10137,8375,22100,24600,27200,NA,NA,NA,NA,NA,NA,NA,NA,0.1875,0.0955882352941176
"5993",5993,"Regency Beauty Institute-Topeka",3,13552,8880,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,10137,8375,22100,24600,27200,NA,NA,NA,NA,NA,NA,NA,NA,0.1875,0.0955882352941176
"5994",5994,"Columbia Southern University",3,4520,1755,0.6601,0.4109,0.4516,0.1667,0.375,NA,NA,NA,0.0877,5907,11109,12063,NA,NA,NA,0.2492,0.2085,0.4934,0.2851,NA,NA,NA,0.5724,NA,NA
"5995",5995,"Arizona Summit Law School",3,45692,12870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5996",5996,"Arizona Culinary Institute",3,15579,6662,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,9500,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5997",5997,"InfoTech Career College",3,12297,1301,NA,NA,NA,NA,NA,NA,NA,NA,NA,9153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5998",5998,"Trident University International",3,7733,1832,0.5909,0.4706,0.6,0.75,0.5,1,NA,0.5,0.3827,4750,6000,7042,NA,NA,NA,0.1203,-0.0091,-0.1591,0.0909,-0.4091,NA,0.0909,0.2082,NA,NA
"5999",5999,"Coastline Beauty College",3,5269,1236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6000",6000,"Career College Consultants",3,9614,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6001",6001,"San Diego College",3,4373,1508,NA,NA,NA,NA,NA,NA,NA,NA,NA,9077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6002",6002,"Montessori Casa International",2,8664,8981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6003",6003,"Branford Academy of Hair and Cosmetology",3,7383,1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6004",6004,"Academy of Massage and Bodywork",3,11813,9809,NA,NA,NA,NA,NA,NA,NA,NA,NA,5688.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6005",6005,"Digital Media Arts College",3,14339,2829,0.3684,0.25,0.2,1,NA,NA,0,NA,NA,23596.5,18796,26951,NA,NA,NA,0.1184,0.1684,-0.6316,NA,NA,0.3684,NA,NA,NA,NA
"6006",6006,"Academy for Five Element Acupuncture",2,9810,6059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6007",6007,"Academy of Career Training",3,8413,3407,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6008",6008,"Management Resources College",3,8492,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,7067,9500,20437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6009",6009,"Paul Mitchell the School-Miami",3,9762,4291,NA,NA,NA,NA,NA,NA,NA,NA,NA,11293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6010",6010,"Wolford College",3,22128,7186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6011",6011,"Aveda Institute-South Florida",3,9718,7025,NA,NA,NA,NA,NA,NA,NA,NA,NA,10362,12344.5,10555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6012",6012,"Aveda Institute-Tallahassee",3,8638,5961,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,11230.5,10485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6013",6013,"Shear Excellence Hair Academy",3,3163,1807,NA,NA,NA,NA,NA,NA,NA,NA,NA,8489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6014",6014,"Carlson College of Massage Therapy",3,8687,3128,NA,NA,NA,NA,NA,NA,NA,NA,NA,7610.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6015",6015,"SOLEX Medical Academy",3,17820,4870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6016",6016,"MyComputerCareer.com-Indianapolis",3,19681,4854,NA,NA,NA,NA,NA,NA,NA,NA,NA,7652,9236,7652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6017",6017,"Z Hair Academy",3,44996,38718,NA,NA,NA,NA,NA,NA,NA,NA,NA,10657,9833,9833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6018",6018,"DiGrigoli School of Cosmetology",3,5477,1267,NA,NA,NA,NA,NA,NA,NA,NA,NA,6219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6019",6019,"Millennium Training Institute",3,12573,2727,NA,NA,NA,NA,NA,NA,NA,NA,NA,7403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6020",6020,"Gallery College of Beauty",3,7529,1613,NA,NA,NA,NA,NA,NA,NA,NA,NA,6333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6021",6021,"Lakewood School of Therapeutic Massage",3,7356,1768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6022",6022,"The Salon Spa Academy",3,8426,4945,NA,NA,NA,NA,NA,NA,NA,NA,NA,6333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6023",6023,"Trend Setters School of Cosmetology",3,3506,2530,NA,NA,NA,NA,NA,NA,NA,NA,NA,9833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6024",6024,"Academy of Hair Design-Springfield",3,4569,4240,NA,NA,NA,NA,NA,NA,NA,NA,NA,7917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6025",6025,"Corinth Academy of Cosmetology",3,3287,1478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6026",6026,"Southeastern Institute-Charlotte",3,11343,2203,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,9500,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6027",6027,"Gentle Healing School of Massage",3,14362,3296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6028",6028,"Yeshivas Be'er Yitzchok",2,4940,4640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6029",6029,"Yeshiva Toras Chaim",2,14523,6944,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6030",6030,"Talmudical Seminary of Bobov",2,8646,1982,0.4848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6031",6031,"New York Methodist Hospital Center for Allied Health Education",2,25579,7262,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,9500,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6032",6032,"Monroe 2 Orleans BOCES-Center for Workforce Development",1,2908,5808,NA,NA,NA,NA,NA,NA,NA,NA,NA,6333,3849,3861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6033",6033,"Aveda Fredric's Institute-Cincinnati",3,10796,5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,9500,9691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6034",6034,"MyComputerCareer.com-Columbus",3,18980,4468,NA,NA,NA,NA,NA,NA,NA,NA,NA,9234,9235,9233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6035",6035,"CDE Career Institute",3,7031,3221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6036",6036,"Instituto Educativo Premier",3,6834,2655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6037",6037,"Charleston School of Law",3,36857,13541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6038",6038,"Elite College of Cosmetology",3,2888,3657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6039",6039,"Memphis Institute of Barbering",3,6446,6129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6040",6040,"Manuel and Theresa's School of Hair Design-Bryan",3,3136,2735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6041",6041,"Southwest University at El Paso",3,11442,1501,1,0.5,0.7647,NA,NA,NA,NA,NA,NA,11250,11250,10944,NA,NA,NA,0.5,0.2353,NA,NA,NA,NA,NA,NA,NA,NA
"6042",6042,"Paul Mitchell the School-Austin",3,8917,3292,NA,NA,NA,NA,NA,NA,NA,NA,NA,7917,9833,9833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6043",6043,"Aveda Institute-Provo",3,4187,6529,NA,NA,NA,NA,NA,NA,NA,NA,NA,10555,10555,10555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6044",6044,"Dixie Applied Technology College",1,2078,8656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6045",6045,"Dominion School of Hair Design",3,3968,3327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6046",6046,"Victoria's Academy of Cosmetology",3,6038,3101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6047",6047,"Inland Massage Institute",3,6566,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6048",6048,"Sunnyside Beauty Academy",3,13237,1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6049",6049,"Wisconsin Academy",3,7836,4249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6050",6050,"The Art Institute of Pittsburgh-Online Division",3,10851,2509,0.105,0.0769,0.1364,0,0.1429,0.4,NA,0,0.0606,8400,13289.5,13500,32300,37500,38900,0.0281,-0.0314,0.105,-0.0379,-0.295,NA,0.105,0.0444,0.169665809768638,0.0359897172236504
"6051",6051,"University of South Florida-Sarasota-Manatee",1,5614,6007,NA,NA,NA,NA,NA,NA,NA,NA,NA,15777.5,17717,15775,43500,45500,47500,NA,NA,NA,NA,NA,NA,NA,NA,0.0842105263157895,0.0421052631578947
"6052",6052,"Brown Mackie College-Indianapolis",3,10936,4294,0.4565,0.212,0,NA,0.5,NA,NA,NA,0,11093.5,14326,13000,27700,NA,NA,0.2445,0.4565,NA,-0.0435,NA,NA,NA,0.4565,NA,NA
"6053",6053,"CollegeAmerica-Cheyenne",2,16020,4593,0.1692,0.5,0.2,NA,0,NA,NA,NA,0.2,19500,20000,17500,24300,33000,35300,-0.3308,-0.0308,NA,0.1692,NA,NA,NA,-0.0308,0.311614730878187,0.0651558073654391
"6054",6054,"Paul Mitchell the School-San Antonio",3,9547,3649,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,9833,9833,25300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6055",6055,"Centro de Estudios Multidisciplinarios-Bayamon",3,3759,1308,NA,NA,0.6307,NA,NA,NA,NA,NA,NA,NA,NA,NA,20400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6056",6056,"Bryant & Stratton College-Wauwatosa",3,13558,4149,0.2727,0.2647,0,1,NA,NA,NA,NA,NA,9500,13385.5,12950,22400,30500,35000,0.00800000000000001,0.2727,-0.7273,NA,NA,NA,NA,NA,0.36,0.128571428571429
"6057",6057,"Minnesota School of Business-Blaine",3,22013,6233,0.5263,0.5,0,1,0.3333,NA,NA,NA,0,19000,20832,16832,29500,38000,40500,0.0263,0.5263,-0.4737,0.193,NA,NA,NA,0.5263,0.271604938271605,0.0617283950617284
"6058",6058,"The Art Institute of Michigan",3,13954,4726,0.5833,0.4286,0.5,0.5,NA,NA,1,NA,0.2245,10936,15416,15834,33200,39700,38900,0.1547,0.0833,0.0833,NA,NA,-0.4167,NA,0.3588,0.146529562982005,-0.0205655526992288
"6059",6059,"The Art Institute of Austin",3,12707,4097,0.4167,0.25,0.3529,NA,NA,NA,NA,NA,0.3333,12450,13876,14541,34500,36700,43800,0.1667,0.0638,NA,NA,NA,NA,NA,0.0834,0.212328767123288,0.162100456621005
"6060",6060,"Argosy University-The Art Institute of California-Silicon Valley",3,16294,6822,0.1818,0,0.75,0.4,NA,NA,NA,NA,NA,9500,12667,12500,40500,41300,42800,0.1818,-0.5682,-0.2182,NA,NA,NA,NA,NA,0.0537383177570093,0.0350467289719626
"6061",6061,"Remington College-Houston Southeast Campus",2,11322,5456,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,9500,9500,26300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6062",6062,"Remington College-Shreveport Campus",2,10318,4007,0.7368,0.5884,1,0.5,NA,NA,1,NA,NA,9500,9500,9500,22000,NA,NA,0.1484,-0.2632,0.2368,NA,NA,-0.2632,NA,NA,NA,NA
"6063",6063,"National American University-Austin",3,14878,2953,0.5,NA,0,NA,NA,NA,0,NA,NA,10626.5,16176.5,17500,30300,43300,56400,NA,0.5,NA,NA,NA,0.5,NA,NA,0.462765957446808,0.232269503546099
"6064",6064,"National American University-Wichita",3,14845,2029,NA,NA,NA,NA,NA,NA,NA,NA,NA,10626.5,16176.5,17500,30300,43300,56400,NA,NA,NA,NA,NA,NA,NA,NA,0.462765957446808,0.232269503546099
"6065",6065,"Fortis College-Landover",3,8722,3698,NA,NA,NA,NA,NA,NA,NA,NA,NA,11092,11556,9500,23800,34200,33500,NA,NA,NA,NA,NA,NA,NA,NA,0.28955223880597,-0.0208955223880597
"6066",6066,"Jenny Lea Academy of Cosmetology",3,6315,3763,NA,NA,NA,NA,NA,NA,NA,NA,NA,6907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6067",6067,"ITT Technical Institute-Cary",3,17978,2298,0.3043,0.1429,NA,NA,NA,NA,NA,NA,0.5,12667,17014,17000,38200,46300,47200,0.1614,NA,NA,NA,NA,NA,NA,-0.1957,0.190677966101695,0.0190677966101695
"6068",6068,"ITT Technical Institute-Madison",3,18598,3537,0.1842,0.2609,NA,1,NA,NA,NA,NA,NA,12667,17014,17000,38200,46300,47200,-0.0767,NA,-0.8158,NA,NA,NA,NA,NA,0.190677966101695,0.0190677966101695
"6069",6069,"ITT Technical Institute-Clive",3,17648,2247,0.2308,0.25,0.5,0,NA,NA,NA,NA,1,12667,17014,17000,38200,46300,47200,-0.0192,-0.2692,0.2308,NA,NA,NA,NA,-0.7692,0.190677966101695,0.0190677966101695
"6070",6070,"ITT Technical Institute-Columbus",3,18030,1840,0.2273,0.2,NA,NA,0,NA,NA,NA,0.25,12667,17014,17000,38200,46300,47200,0.0273,NA,NA,0.2273,NA,NA,NA,-0.0227,0.190677966101695,0.0190677966101695
