"","INSTNM","CONTROL","TUITFTE","INEXPFTE","C150_4_WHITE","C150_4_BLACK","C150_4_HISP","C150_4_ASIAN","C150_4_AIAN","C150_4_NHPI","C150_4_2MOR","C150_4_NRA","C150_4_UNKN","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10"
"6108","Career Quest Learning Centers-Jackson",3,"16570","5872","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6109","Regency Beauty Institute-Fort Collins",3,"7726","5062","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6110","Regency Beauty Institute-Tolleson",3,"11324","7420","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6111","Regency Beauty Institute-Pasadena",3,"8794","5762","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6112","Regency Beauty Institute-Dayton",3,"16986","11130","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6113","Regency Beauty Institute-Akron",3,"12431","8145","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6114","Regency Beauty Institute-Detroit Southgate",3,"12247","8025","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6115","Regency Beauty Institute-Flint",3,"14131","9259","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6116","Regency Beauty Institute-Grand Rapids",3,"10333","6771","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6117","Regency Beauty Institute-Cypresswood",3,"11071","7254","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6118","Bryan University",3,"8468","2567","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","16468","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6119","Regency Beauty Institute-Austin",3,"7949","5208","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6120","Regency Beauty Institute-Mesa",3,"14011","9181","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6121","Regency Beauty Institute-Nashville",3,"14762","9672","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6122","Regency Beauty Institute-Charlotte",3,"13552","8880","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6123","Regency Beauty Institute-North Olmsted",3,"13478","8831","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6124","Regency Beauty Institute-Columbus",3,"12525","8207","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6125","Regency Beauty Institute-Elgin",3,"10736","7034","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10137","8375","22100","24600","27200"
"6126","The Salon Professional Academy-Appleton",3,"8603","16496","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","17993.5","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6127","Milan Institute of Cosmetology-Fairfield",3,"7511","3890","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8350","9245.5","7916","21800","PrivacySuppressed","PrivacySuppressed"
"6128","Milan Institute of Cosmetology-Reno",3,"7756","2693","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8350","9245.5","7916","21800","PrivacySuppressed","PrivacySuppressed"
"6129","Milan Institute of Cosmetology-Visalia",3,"6738","2252","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8350","9245.5","7916","21800","PrivacySuppressed","PrivacySuppressed"
"6130","Ottawa University-Online",2,"35813","9958","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","12500","13770","13750","40300","43400","50000"
"6131","Broadview University-Orem",3,"19889","9020","0.5","NULL","0.5","NULL","NULL","NULL","NULL","NULL","NULL","11542","15666","14833","24500","32200","29300"
"6132","Paul Mitchell the School-Esani",3,"9620","6467","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","10250","9833","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6133","Institute of Production and Recording",3,"24786","7217","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13039.5","12000","12000","NULL","NULL","NULL"
"6134","Virginia College-Greenville",3,"15080","4894","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","10431","13235","12000","25700","34500","38500"
"6135","Paul Mitchell the School-Birmingham",3,"9633","3536","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","12750","16500","9833","NULL","NULL","NULL"
"6136","Taft University System",3,"5806","478","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6137","Mayfield College",3,"10489","3484","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9025","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6138","International Polytechnic Institute",2,"637","5426","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6139","Academy of Esthetics and Cosmetology",3,"2492","946","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6140","International Professional School of Bodywork",3,"7194","2405","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6141","Borner's Barber College",3,"13189","9664","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6142","Paul Mitchell the School-Pasadena",3,"9880","3668","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","10556","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6143","San Francisco Institute of Esthetics & Cosmetology Inc",3,"15423","6768","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7161","8309.5","10258","NULL","NULL","NULL"
"6144","Laurus College",3,"10055","1379","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6333","6333","6333","NULL","NULL","NULL"
"6145","Healing Hands School of Holistic Health",3,"4881","1772","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8277.5","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6146","Career Development Institute Inc",3,"10458","2793","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","16663","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6147","Auguste Escoffier School of Culinary Arts-Boulder",3,"16807","5747","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","7917","7655","NULL","NULL","NULL"
"6148","Aspen University",3,"5274","1108","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8602","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6149","Institute of Taoist Education and Acupuncture",2,"12516","6568","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6150","National Beauty College",3,"11411","2920","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6151","Denver School of Nursing",3,"17242","6192","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","28064","21000","19513","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6152","Cambridge Institute of Allied Health & Technology",3,"22142","5657","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14750","16773","20000","NULL","NULL","NULL"
"6153","Cozmo Beauty School",3,"3307","3437","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6154","Orion College",3,"7279","2163","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","9500","6333","NULL","NULL","NULL"
"6155","North Florida Academy",3,"6119","1516","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6156","Professional Hands Institute",3,"228","2615","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6157","Celebrity School of Beauty",3,"10737","3345","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3500","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6158","Paul Mitchell the School-Atlanta",3,"9727","5111","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9834","13248.5","9833","NULL","NULL","NULL"
"6159","Evans Hairstyling College-Rexburg",3,"10492","6220","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6160","Paul Mitchell the School-Rexburg",3,"8096","1878","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13236.5","12000","11898.5","NULL","NULL","NULL"
"6161","University of Aesthetics-Chicago",3,"6381","1812","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6162","The University of Aesthetics & Cosmetology",3,"8356","3742","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6163","Tricoci University of Beauty Culture-Chicago NW",3,"12359","5159","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8944.5","8999","8999.5","NULL","NULL","NULL"
"6164","Tricoci University of Beauty Culture-Glendale Heights",3,"12012","4744","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","8999","8999","NULL","NULL","NULL"
"6165","Tricoci University of Beauty Culture-Peoria",3,"9662","5279","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8766","8999","7307","NULL","NULL","NULL"
"6166","Tricoci University of Beauty Culture-Rockford",3,"10646","4802","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7307","8957","8999","NULL","NULL","NULL"
"6167","Frederick School of Cosmetology",3,"11714","8990","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6168","Omega Studios' School of Applied Recording Arts & Sciences",3,"31949","11865","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","4584","NULL","NULL","NULL"
"6169","Focus-Hope Information Technologies Center",2,"1915","17194","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6170","International Cosmetology Academy",3,"12886","10699","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6171","French Academy of Cosmetology",3,"6614","1139","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4339","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6172","Healing Arts Center",3,"0","1605","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6365","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6173","Paul Mitchell the School-Springfield",3,"9794","4589","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9833","9833","9833","NULL","NULL","NULL"
"6174","Urshan Graduate School of Theology",2,"6424","8638","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6175","Mississippi Institute of Aesthetics Nails & Cosmetology",3,"6470","4544","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5500","5500","7376.5","NULL","NULL","NULL"
"6176","College of Western Idaho",1,"2715","3686","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5500","5400","4954.5","NULL","NULL","NULL"
"6177","Aveda Institute-Chapel Hill",3,"16422","13493","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6333","8385","9681","NULL","NULL","NULL"
"6178","Charlotte School of Law",3,"35312","9487","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6179","Daoist Traditions College of Chinese Medical Arts",3,"14763","1722","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6180","Total Image Beauty Academy",3,"4156","1641","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6181","Jersey College",3,"14656","3560","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","15252","16010","16220","NULL","NULL","NULL"
"6182","American Institute of Medical Sciences & Education",3,"8358","2533","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7832.5","11973","14235","NULL","NULL","NULL"
"6183","Casal Institute of Nevada",3,"10821","5104","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","9500","9500","NULL","NULL","NULL"
"6184","Career School of NY",2,"4086","1977","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4536","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6185","John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry",3,"5631","995","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9235.5","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6186","Yeshiva of Machzikai Hadas",2,"8290","3988","0.3871","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6187","Aveda Institute-Columbus",3,"15833","10574","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13379","10402","9833","NULL","NULL","NULL"
"6188","Paul Mitchell the School-Cincinnati",3,"10188","3816","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","9833","9833","NULL","NULL","NULL"
"6189","Cutter's Edge School of Cosmetology",3,"10827","672","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6190","Hands on Therapy",3,"17984","7198","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7917","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6191","MediaTech Institute-Dallas",3,"9124","3245","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","9500","8750","NULL","NULL","NULL"
"6192","PCCenter",3,"7770","4705","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6193","Aveda Institute-San Antonio",3,"8656","9714","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7916","7916","9500","NULL","NULL","NULL"
"6194","Skin Science Institute",3,"17176","2938","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7667","11500","7667","NULL","NULL","NULL"
"6195","Global Health College",3,"9629","4450","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","12500.5","10668","14000","NULL","NULL","NULL"
"6196","Pacific Northwest University of Health Sciences",2,"47796","22750","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6197","Brensten Education",3,"24245","2635","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9428","9500","6975","NULL","NULL","NULL"
"6198","The Chicago School of Professional Psychology at Irvine",2,"25277","7145","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6199","Fortis College-Dothan",3,"8811","2918","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6200","Fortis Institute-Pensacola",3,"8042","3652","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","9875","10613","21400","PrivacySuppressed","PrivacySuppressed"
"6201","Fortis College-Montgomery",3,"7869","2516","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","9875","10613","21400","PrivacySuppressed","PrivacySuppressed"
"6202","Woodland Community College",1,"350","5684","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6203","Dorsey Business Schools-Farmington Hills",3,"15771","5609","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9342","9664","8189","22000","28800","26800"
"6204","Dorsey Business Schools-Roseville Culinary Academy",3,"19151","6810","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9342","9664","8189","22000","28800","26800"
"6205","Vatterott College-Appling Farms",3,"11299","1865","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13000","13875","12750","32600","PrivacySuppressed","PrivacySuppressed"
"6206","Minnesota School of Business-Moorhead",3,"18860","5340","0.5556","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.5","19000","20832","16832","29500","38000","40500"
"6207","Brown Mackie College-Boise",3,"9388","3763","0.3853","0","0.4167","0.5","0","NULL","NULL","NULL","NULL","11093.5","14326","13000","27700","PrivacySuppressed","PrivacySuppressed"
"6208","Brown Mackie College-Tulsa",3,"11683","4267","0.3333","0.4","1","NULL","NULL","NULL","NULL","NULL","NULL","11093.5","14326","13000","27700","PrivacySuppressed","PrivacySuppressed"
"6209","Fortis Institute-Birmingham",3,"8834","3871","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","11092","11556","9500","23800","34200","33500"
"6210","Miller-Motte College-Greenville",3,"12577","4878","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","13709","10075","23100","30600","27200"
"6211","The Chicago School of Professional Psychology at Los Angeles",2,"37098","10486","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6212","Metro Business College-Arnold",3,"6205","4182","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","8360","5500","19200","PrivacySuppressed","PrivacySuppressed"
"6213","The Chicago School of Professional Psychology at Westwood",2,"37721","10662","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6214","Cardiac and Vascular Institute of Ultrasound",3,"9259","2488","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","19160","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6215","Virginia College-Jacksonville",3,"15110","3961","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","10431","13235","12000","25700","34500","38500"
"6216","Studio Academy of Beauty",3,"9265","2740","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6333","6333","6333","NULL","NULL","NULL"
"6217","California Nurses Educational Institute",3,"15181","6292","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6218","RWM Fiber Optics",3,"1909","2248","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6219","Paul Mitchell the School-Sacramento",3,"7217","3414","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","9500","10554","NULL","NULL","NULL"
"6220","Providence Christian College",2,"14481","20382","0.625","NULL","0","NULL","NULL","NULL","NULL","1","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6221","Oxford Academy of Hair Design Inc",3,"8432","6867","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9833","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6222","Institute of World Politics",2,"23302","14866","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6223","Pontifical John Paul II Institute for Studies on Marriage and Family",2,"10307","49593","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6224","Medical Institute of Palm Beach",3,"29853","6109","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6225","Lake Lanier School of Massage",3,"1069","4288","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8521","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6226","Oliver Finley Academy of Cosmetology",3,"5473","2448","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6211","6211","6211","NULL","NULL","NULL"
"6227","National Career College",3,"14091","4988","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6234","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6228","Aveda Institute-Chicago",3,"9695","3708","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9647","13500","9833","NULL","NULL","NULL"
"6229","Tricoci University of Beauty Culture-Libertyville",3,"12219","5037","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8999","9500","8999","NULL","NULL","NULL"
"6230","Tricoci University of Beauty Culture-Bridgeview",3,"12377","5179","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8966.5","8999","8999","NULL","NULL","NULL"
"6231","The Temple-A Paul Mitchell Partner School",3,"10380","2664","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13000","9834","9833","NULL","NULL","NULL"
"6232","Center for Massage",3,"10876","1254","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6333","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6233","Academy of Hair Design-Oklahoma City",3,"13044","1896","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6234","Education and Technology Institute",2,"11512","5716","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6235","Pulse Beauty Academy-A Paul Mitchell Partner School",3,"12118","4405","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","7161","5500","NULL","NULL","NULL"
"6236","Liberty Technical College",3,"5388","2464","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6237","Toni & Guy Hairdressing Academy-Cranston",3,"9392","1490","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","11501","13024","9833","NULL","NULL","NULL"
"6238","South Texas Training Center",3,"9368","3346","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3500","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6239","Columbia College",3,"5020","2419","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6240","Vermont College of Fine Arts",2,"15339","5740","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6241","Advanced Welding Institute",3,"19493","7417","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8769","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6242","The Art Institute of Washington-Dulles",3,"16060","7384","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","11334","12667","12886.5","31000","35800","39200"
"6243","Paul Mitchell the School-Memphis",3,"7483","4505","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","9833","9833","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6244","Pima Medical Institute-East Valley",3,"5481","2456","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8445","8708","9298","27100","33800","37000"
"6245","Virginia College-Charleston",3,"15154","3811","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","10431","13235","12000","25700","34500","38500"
"6246","Paul Mitchell the School-Cleveland",3,"8773","4656","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","16454","9833","9833","NULL","NULL","NULL"
"6247","Paul Mitchell the School-Columbus",3,"8869","4215","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13864","13383","9833","NULL","NULL","NULL"
"6248","Georgia Beauty Academy",3,"5731","4920","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6333","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"6249","Empire Beauty School-Lauderhill",3,"9743","8783","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7452","8100","8044","21500","27100","22500"
"6250","Empire Beauty School-Spring Lake Park",3,"8421","8242","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6820.5","6968","9500","24300","PrivacySuppressed","PrivacySuppressed"
"6251","MediaTech Institute-Austin",3,"12067","3464","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","9500","8750","NULL","NULL","NULL"
"6252","MediaTech Institute-Houston",3,"7521","2929","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","9500","8750","NULL","NULL","NULL"
